summary,levels,products,uid,type,title,modules,main_product,title_and_summary
"Learn how to monitor, analyze, and manage the ongoing operation of your infrastructure in Azure.",['intermediate'],"['azure', 'azure-monitor', 'azure-cost-management', 'azure-resource-manager', 'azure-policy']",learn.architect-infrastructure-operations,learningPath,Architect infrastructure operations in Azure,"['learn.control-and-organize-with-resource-manager', 'learn.intro-to-governance', 'learn.design-monitoring-strategy-on-azure', 'learn.incident-response-with-alerting-on-azure', 'learn.analyze-infrastructure-with-azure-monitor-logs']",azure,"Architect infrastructure operations in Azure Learn how to monitor, analyze, and manage the ongoing operation of your infrastructure in Azure."
"Computer vision is an area of artificial intelligence (AI) in which software systems are designed to perceive the world visually, though cameras, images, and video. There are multiple specific types of computer vision problem that AI engineers and data scientists can solve using a mix of custom machine learning models and platform-as-a-service (PaaS) solutions - including many cognitive services in Microsoft Azure.",['beginner'],['azure-cognitive-services'],learn.wwl.explore-computer-vision-microsoft-azure,learningPath,Explore computer vision in Microsoft Azure,"['learn.wwl.analyze-images-computer-vision', 'learn.wwl.classify-images-custom-vision', 'learn.wwl.detect-objects-images-custom-vision', 'learn.wwl.detect-analyze-faces', 'learn.wwl.read-text-computer-vision', 'learn.wwl.analyze-receipts-form-recognizer']",azure,"Explore computer vision in Microsoft Azure Computer vision is an area of artificial intelligence (AI) in which software systems are designed to perceive the world visually, though cameras, images, and video. There are multiple specific types of computer vision problem that AI engineers and data scientists can solve using a mix of custom machine learning models and platform-as-a-service (PaaS) solutions - including many cognitive services in Microsoft Azure."
"This learning path provides you with an introduction to the basics of Azure's core services for compute, network, storage, and database.",['beginner'],"['azure', 'azure-app-service', 'azure-blob-storage', 'azure-container-instances', 'azure-container-registry', 'azure-cosmos-db', 'azure-databricks', 'azure-data-lake', 'azure-expressroute', 'azure-files', 'azure-hdinsight', 'azure-kubernetes-service', 'azure-sql-database', 'azure-storage', 'azure-storage-accounts', 'azure-synapse-analytics', 'azure-virtual-machines', 'azure-virtual-network', 'azure-vpn-gateway']",learn.az-900-describe-core-azure-services,learningPath,Azure Fundamentals part 2: Describe core Azure services,"['learn.azure.intro-to-azure-fundamentals', 'learn.azure.azure-database-fundamentals', 'learn.azure.azure-compute-fundamentals', 'learn.azure.azure-storage-fundamentals', 'learn.azure.azure-networking-fundamentals']",azure,"Azure Fundamentals part 2: Describe core Azure services This learning path provides you with an introduction to the basics of Azure's core services for compute, network, storage, and database."
"The first learning path in a course on cloud computing for developers from Carnegie Mellon University. Learn about the basics of the cloud, including the history, building blocks, and types. This learning path prepares developers for real-world cloud practice on Azure.","['beginner', 'intermediate']",['azure'],learn.cmu-cloud-computing.cmu-cloud-computing-basics,learningPath,Cloud computing basics for developers,"['learn.cmu-cloud-computing.cloud-basics.cmu-cloud-computing-overview', 'learn.cmu-cloud-computing.cloud-basics.cmu-cloud-economics', 'learn.cmu-cloud-computing.cloud-basics.cmu-data-centers', 'learn.cmu-cloud-computing.cloud-basics.cmu-data-center-design', 'learn.cmu-cloud-computing.cloud-basics.cmu-data-center-cloud-service', 'learn.cmu-cloud-computing.cloud-basics.cmu-build-apps-cloud']",azure,"Cloud computing basics for developers The first learning path in a course on cloud computing for developers from Carnegie Mellon University. Learn about the basics of the cloud, including the history, building blocks, and types. This learning path prepares developers for real-world cloud practice on Azure."
An introduction to the world of machine learning that shows you how to take a real-life problem that NASA faces and apply machine learning to solve it.,['beginner'],['vs-code'],learn.student-evangelism.machine-learning-predict-launch-delay-nasa,learningPath,Predict rocket launch delays with machine learning,"['learn.student-evangelism.introduction-rocket-launch-nasa', 'learn.student-evangelism.collect-manipulate-data-python-nasa', 'learn.student-evangelism.machine-learning-model-nasa']",vs,Predict rocket launch delays with machine learning An introduction to the world of machine learning that shows you how to take a real-life problem that NASA faces and apply machine learning to solve it.
"Learn how to build modern applications using PaaS services for applications, caching, containers and Kubernetes in Azure.",['intermediate'],"['azure', 'azure-kubernetes-service', 'azure-container-instances', 'azure-app-service', 'azure-cache-redis']",learn.architect-modern-apps,learningPath,Architect modern applications in Azure,"['learn.intro-to-containers', 'learn.run-docker-containers-aci', 'learn.azure-container-registry', 'learn.host-a-web-application-with-azure-web-apps', 'learn.run-web-app-background-task-with-webjobs', 'learn.azure.deploy-run-container-app-service', 'learn.intro-to-azure-kubernetes-service', 'learn.work-with-mutable-and-partial-data-in-a-redis-cache']",azure,"Architect modern applications in Azure Learn how to build modern applications using PaaS services for applications, caching, containers and Kubernetes in Azure."
Learn how to choose the best services from Azure to build and manage cloud solutions.,['beginner'],"['azure', 'azure-cognitive-services', 'azure-machine-learning', 'azure-bot-service', 'azure-devops', 'azure-advisor', 'azure-monitor', 'azure-service-health', 'azure-portal', 'azure-clis', 'azure-resource-manager', 'azure-functions', 'azure-logic-apps', 'azure', 'azure-iot-hub', 'azure-iot-central']",learn.az-900-describe-core-solutions-management-tools-azure,learningPath,Azure Fundamentals part 3: Describe core solutions and management tools on Azure,"['learn.azure.intro-to-azure-fundamentals', 'learn.azure.ai-machine-learning-fundamentals', 'learn.azure.azure-devops-devtest-labs', 'learn.azure.monitoring-fundamentals', 'learn.azure.management-fundamentals', 'learn.azure.serverless-fundamentals', 'learn.azure.iot-fundamentals']",azure,Azure Fundamentals part 3: Describe core solutions and management tools on Azure Learn how to choose the best services from Azure to build and manage cloud solutions.
"This learning path takes you through the four main phases of threat modeling, explains the differences between each data-flow diagram element, walks you through the threat modeling framework, recommends different tools and gives you a step-by-step guide on creating proper data-flow diagrams.","['beginner', 'intermediate']","['azure-iot-security-center', 'azure-iot-security-center']",learn.security.tm-threat-modeling-fundamentals,learningPath,Threat Modeling Security Fundamentals,"['learn.tm-introduction-to-threat-modeling', 'learn.tm-create-a-threat-model-using-foundational-data-flow-diagram-elements', 'learn.tm-provide-context-with-the-right-depth-layer', 'learn.tm-approach-your-data-flow-diagram-with-the-right-threat-model-focus', 'learn.tm-use-a-framework-to-identify-threats-and-find-ways-to-reduce-or-eliminate-risk', 'learn.tm-prioritize-your-issues-and-apply-security-controls', 'learn.tm-use-recommended-tools-to-create-a-data-flow-diagram']",azure,"Threat Modeling Security Fundamentals This learning path takes you through the four main phases of threat modeling, explains the differences between each data-flow diagram element, walks you through the threat modeling framework, recommends different tools and gives you a step-by-step guide on creating proper data-flow diagrams."
Learn how to architect a data platform in Azure and build solutions to store relational and NoSQL data.,['intermediate'],"['azure', 'azure-sql-database', 'azure-synapse-analytics', 'azure-cosmos-db']",learn.architect-data-platform,learningPath,Architect a data platform in Azure,"['learn.intro-to-data-in-azure', 'learn.provision-azure-sql-db', 'learn.azure-scale-azure-sql-dbs-elastic-pools', 'learn.migrate-sql-server-relational-data', 'learn.develop-app-that-queries-azure-sql', 'learn.create-cosmos-db-for-scale', 'learn.distribute-data-globally-with-cosmos-db', 'learn.access-data-with-cosmos-db-and-sql-api', 'learn.data-ai.design-azure-sql-data-warehouse', 'learn.data-ai.import-data-into-asdw-with-polybase']",azure,Architect a data platform in Azure Learn how to architect a data platform in Azure and build solutions to store relational and NoSQL data.
"Learn how GitHub enables you to build communities that foster communication and collaboration while reinforcing recommended guidelines, codes of conduct, and security best practices.",['beginner'],['github'],learn.build-community-driven-projects-github,learningPath,Build community-driven software projects on GitHub,"['learn.github.introduction-to-github', 'learn.github.manage-innersource-program-github', 'learn.github.create-open-source-program-github', 'learn.github.upload-project-github', 'learn.github.migrate-repository-github', 'learn.github.maintain-secure-repository-github']",github,"Build community-driven software projects on GitHub Learn how GitHub enables you to build communities that foster communication and collaboration while reinforcing recommended guidelines, codes of conduct, and security best practices."
Migrate ASP.NET web applications and their data to Azure App Service and Azure SQL Database to take advantage of the cloud.,['beginner'],"['azure', 'azure-sql-database', 'azure-app-service', 'aspnet']",learn.azure.migrate-dotnet-apps-azure,learningPath,Migrate ASP.NET Apps to Azure,"['learn.azure.migrate-app-service-migration-assistant', 'learn.migrate-sql-server-relational-data']",azure,Migrate ASP.NET Apps to Azure Migrate ASP.NET web applications and their data to Azure App Service and Azure SQL Database to take advantage of the cloud.
"In this learning path, find out how to build a chat bot to interact with customers using text, graphics, or speech with extras from QnA Maker and LUIS.",['beginner'],"['azure', 'azure-portal', 'azure-language-understanding', 'azure-bot-service']",learn.data-ai.create-bots-with-the-azure-bot-service,learningPath,Create Intelligent Bots with the Azure Bot Service,['learn.wwl.build-faq-chatbot-qna-maker-azure-bot-service'],azure,"Create Intelligent Bots with the Azure Bot Service In this learning path, find out how to build a chat bot to interact with customers using text, graphics, or speech with extras from QnA Maker and LUIS."
"Learn how to migrate resources to Azure, how to provide site recovery for your applications in Azure and on-premises, and how to your applications are available through service interruptions and changes in load.",['intermediate'],"['azure', 'azure-virtual-machines', 'azure-backup', 'azure-site-recovery', 'azure-app-service', 'azure-sql-database']",learn.architect-migration-bcdr,learningPath,"Architect migration, business continuity, and disaster recovery in Azure","['learn.design-your-migration-to-azure', 'learn.protect-on-premises-infrastructure-with-azure-site-recovery', 'learn.protect-infrastructure-with-azure-site-recovery', 'learn.protect-virtual-machines-with-azure-backup', 'learn.backup-restore-azure-sql', 'learn.build-app-with-scale-sets', 'learn.app-service-autoscale-rules', 'learn.azure.app-service-scale-up-scale-out', 'learn.design-a-geographically-distributed-application']",azure,"Architect migration, business continuity, and disaster recovery in Azure Learn how to migrate resources to Azure, how to provide site recovery for your applications in Azure and on-premises, and how to your applications are available through service interruptions and changes in load."
"Learn how to secure your Azure apps and associated data with encryption, certificates, and policy.","['beginner', 'intermediate', 'advanced']","['azure', 'azure-policy', 'azure-key-vault', 'azure-active-directory', 'azure-api-management']",learn.security.secure-your-cloud-apps,learningPath,Secure your cloud applications in Azure,"['learn.azure-well-architected-security', 'learn.top-5-security-items-to-consider', 'learn.azure-security.create-security-baselines', 'learn.manage-secrets-with-azure-key-vault', 'learn.secure-aspnet-core-identity', 'learn.control-authentication-with-apim']",azure,"Secure your cloud applications in Azure Learn how to secure your Azure apps and associated data with encryption, certificates, and policy."
Learn how to combine automation techniques such as infrastructure as code with automated pipelines to provision and configure the infrastructure you need to run your applications and services.,['intermediate'],"['azure', 'azure-devops']",learn.azdo.automate-deployments-azure-devops,learningPath,Automate your deployments with Azure DevOps,"['learn.azdo.provision-infrastructure-azure-pipelines', 'learn.azdo.configure-infrastructure-azure-pipelines', 'learn.azdo.provision-databases-azure-pipelines']",azure,Automate your deployments with Azure DevOps Learn how to combine automation techniques such as infrastructure as code with automated pipelines to provision and configure the infrastructure you need to run your applications and services.
Learn how GitHub Actions enables you to automate your software development cycle and deploy applications to Azure.,"['beginner', 'intermediate']","['github', 'azure']",learn.automate-workflow-github-actions,learningPath,Automate your workflow with GitHub Actions,"['learn.github.introduction-to-github', 'learn.github.github-actions-automate-tasks', 'learn.github.github-actions-ci', 'learn.github.github-actions-cd', 'learn.github.automate-github-using-github-script']",github,Automate your workflow with GitHub Actions Learn how GitHub Actions enables you to automate your software development cycle and deploy applications to Azure.
"Learn how to use Cognitive Language Services to analyze text, determine intent, detect adult themes, and process natural language input",['beginner'],"['azure', 'azure-portal', 'azure-cognitive-services']",learn.data-ai.evaluate-text-with-language-services,learningPath,Evaluate text with Azure Cognitive Language Services,"['learn.data-ai.classify-and-moderate-text-with-azure-content-moderator', 'learn.data-ai.create-and-publish-a-luis-model', 'learn.classify-user-feedback-with-the-text-analytics-api']",azure,"Evaluate text with Azure Cognitive Language Services Learn how to use Cognitive Language Services to analyze text, determine intent, detect adult themes, and process natural language input"
Learn about blockchain and development on the Ethereum platform. Discover what skills you need to begin building your own blockchain networks at scale.,['beginner'],['azure'],learn.ethereum-blockchain-development,learningPath,Get started with blockchain development,"['learn.azure-intro-to-blockchain', 'learn.reactors.blockchain-learning-solidity', 'learn.reactors.blockchain-solidity-ethereum-smart-contracts']",azure,Get started with blockchain development Learn about blockchain and development on the Ethereum platform. Discover what skills you need to begin building your own blockchain networks at scale.
"In this learning path, find out how to collaborate with others to continuously build, test, and verify your applications using Azure Pipelines and GitHub.",['intermediate'],"['azure', 'azure-devops']",learn.azdo.build-applications-with-azure-devops,learningPath,Build applications with Azure DevOps,"['learn.azdo.create-a-build-pipeline', 'learn.azdo.implement-code-workflow', 'learn.azdo.run-quality-tests-build-pipeline', 'learn.azdo.scan-open-source', 'learn.azdo.manage-build-dependencies', 'learn.azdo.host-build-agent']",azure,"Build applications with Azure DevOps In this learning path, find out how to collaborate with others to continuously build, test, and verify your applications using Azure Pipelines and GitHub."
Learn how to configure and manage key Azure network capabilities.,['beginner'],"['azure', 'azure-virtual-machines', 'azure-virtual-network', 'azure-dns', 'azure-vpn-gateway', 'azure-expressroute', 'azure-application-gateway', 'azure-load-balancer', 'azure-cdn', 'azure-traffic-manager']",learn.azure-admin-manage-virtual-networks,learningPath,Configure and manage virtual networks for Azure administrators,"['learn.configure-the-network-for-your-virtual-machines', 'learn.design-ip-addressing-for-azure', 'learn.azure.host-domain-azure-dns', 'learn.integrate-vnets-with-vnet-peering', 'learn.control-network-traffic-flow-with-routes', 'learn.connect-on-premises-network-with-vpn-gateway', 'learn.connect-on-premises-network-with-expressroute', 'learn.secure-and-isolate-with-nsg-and-service-endpoints', 'learn.load-balance-web-traffic-with-application-gateway', 'learn.improve-app-scalability-resiliency-with-load-balancer', 'troubleshoot-inbound-network-connectivity-azure-load-balancer', 'learn.troubleshoot-azure-network-infrastructure', 'learn.create-content-delivery-network-azure-cdn-blob-services', 'learn.distribute-load-with-traffic-manager']",azure,Configure and manage virtual networks for Azure administrators Learn how to configure and manage key Azure network capabilities.
Process and classify images with the Azure cognitive vision services,['intermediate'],"['azure', 'azure-cognitive-services']",learn.wwl.process-classify-images-with-azure-cognitive-vision-services,learningPath,Process and classify images with the Azure cognitive vision services,"['learn.data-ai.identify-faces-with-computer-vision', 'learn.create-computer-vision-service', 'learn.classify-images-with-custom-vision-services', 'learn.wwl.evaluate-requirements-for-custom-computer-vision-api', 'learn.wwl.extract-insights-from-videos-with-video-indexer-service']",azure,Process and classify images with the Azure cognitive vision services Process and classify images with the Azure cognitive vision services
Git is the leading version control tool and essential for developers. Learn how to leverage Git to track your own changes and collaborate with others.,['beginner'],"['azure', 'github']",learn.student-evangelism.intro-to-vc-git,learningPath,Introduction to version control with Git,"['learn.student-evangelism.introduction-to-git', 'learn.student-evangelism.collaborate-with-git', 'learn.student-evangelism.branch-merge-git']",azure,Introduction to version control with Git Git is the leading version control tool and essential for developers. Learn how to leverage Git to track your own changes and collaborate with others.
Analyze individual query performance and determine where improvements can be made. Explore performance-related Dynamic Management Objects. Investigate how indexes and database design affect queries.,['intermediate'],"['azure-sql-database', 'sql-server']",learn.wwl.optimize-query-performance-sql-server,learningPath,Optimize query performance in SQL Server,"['learn.wwl.describe-sql-server-query-plans', 'learn.wwl.evaluate-performance-improvements', 'learn.wwl.explore-performance-based-design']",azure,Optimize query performance in SQL Server Analyze individual query performance and determine where improvements can be made. Explore performance-related Dynamic Management Objects. Investigate how indexes and database design affect queries.
Learn how to manage identities and governance in Azure.,['beginner'],"['azure', 'azure-active-directory', 'azure-rbac', 'azure-resource-manager', 'azure-cost-management']",learn.azure-admin-manage-identities-governance,learningPath,Manage identities and governance for Azure administrators,"['learn.azure.create-users-and-groups-in-azure-active-directory', 'learn.azure-security.manage-users-and-groups-in-aad', 'learn.azure.allow-users-to-reset-their-password', 'learn.azure.manage-subscription-access-azure-rbac', 'learn.secure-azure-resources-with-rbac', 'learn.azure.create-custom-roles-rbac', 'learn.control-and-organize-with-resource-manager', 'learn.predict-costs-and-optimize-spending', 'learn.azure.analyze-costs-create-budgets-azure-cost-management', 'learn.azure.move-azure-resources-to-another-resource-group', 'learn.azure.manage-device-identity-ad-join', 'learn.azure.add-custom-domain-name-azure-active-directory', 'learn.protect-identities-with-aad-idp', 'learn.azure-security.secure-aad-users-with-mfa']",azure,Manage identities and governance for Azure administrators Learn how to manage identities and governance in Azure.
"Learn how to create reliable messaging for your applications, and how to take advantage of serverless application services in Azure.",['intermediate'],"['azure', 'azure-functions', 'azure-event-hubs', 'azure-event-grid', 'azure-service-bus', 'azure-logic-apps']",learn.architect-messaging-serverless,learningPath,Architect message brokering and serverless applications in Azure,"['learn.create-serverless-logic-with-functions', 'learn.azure.route-and-process-data-logic-apps', 'learn.choose-messaging-model', 'learn.communicate-between-applications-with-azure-queue-storage', 'learn.enable-reliable-messaging-for-big-data-applications-using-azure-event-hubs', 'learn.implement-message-workflows-with-service-bus', 'learn.react-to-state-changes-using-event-grid', 'learn.expose-hybrid-services-with-azure-relay']",azure,"Architect message brokering and serverless applications in Azure Learn how to create reliable messaging for your applications, and how to take advantage of serverless application services in Azure."
"Learn to develop an enterprise AI strategy to create business value in retail, including artificial intelligence and machine learning technology, culture.","['beginner', 'intermediate']","['azure', 'dynamics-365', 'm365']",learn.ai-business-school-retail,learningPath,AI business school for retail,"['learn-wwl.ai-strategy-to-create-business-value', 'learn-wwl.ai-strategy-in-retail', 'learn-wwl.build-an-ai-ready-culture', 'learn-wwl.foster-ai-culture-finance', 'learn-wwl.foster-ai-culture-marketing', 'learn-wwl.foster-ai-culture-sales', 'learn-wwl.foster-ai-culture-customer-service', 'learn-wwl.responsible-ai-guiding-principles', 'learn-wwl.responsible-ai-governing-practices', 'learn-wwl.microsoft-responsible-ai-practices', 'learn-wwl.intro-to-ai-technology', 'learn-wwl.microsoft-approach-to-ai']",azure,"AI business school for retail Learn to develop an enterprise AI strategy to create business value in retail, including artificial intelligence and machine learning technology, culture."
"Running the latest version of SQL Server provides you with numerous performance and functionality benefits while also extending the support of your database platform. In this learning path you will learn how to take an inventory of your SQL Server deployments using the Microsoft Assessment and Planning toolkit, how to upgrade SQL Server databases using the Data Migration Assistant, and how to optimize your updated system using both the Database Experimentation Assistant and Query Tuning Assistant.",['intermediate'],['sql-server'],learn-sqlserver.sql-server-2017-upgrades,learningPath,SQL Server upgrades,"['learn-sqlserver.introduction-upgrading-sql-server', 'learn-sqlserver.sql-server-discovery-using-map', 'learn-sqlserver.assess-convert-sql-server-databases-using-dma', 'learn-sqlserver.test-optimize-sql-server-databases-using-dea', 'learn-sqlserver.use-sql-server-query-tuning-assistant']",sql,"SQL Server upgrades Running the latest version of SQL Server provides you with numerous performance and functionality benefits while also extending the support of your database platform. In this learning path you will learn how to take an inventory of your SQL Server deployments using the Microsoft Assessment and Planning toolkit, how to upgrade SQL Server databases using the Data Migration Assistant, and how to optimize your updated system using both the Database Experimentation Assistant and Query Tuning Assistant."
"1984 is bold, grand, and electric. It’s an era of excess and corruption, where Wonder Woman must harness the power of technology to restore balance to the world. And Microsoft is partnering with the WONDER WOMAN 1984 film to empower coders and creators to learn technology skills they can use for greater good.",['beginner'],['vs-code'],learn.python-partnership,learningPath,Learn Python basics with Wonder Woman,"['learn.python-partnership.secret-message', 'learn.python-partnership.personality-quiz', 'learn.languages.python-install-vscode']",vs,"Learn Python basics with Wonder Woman 1984 is bold, grand, and electric. It’s an era of excess and corruption, where Wonder Woman must harness the power of technology to restore balance to the world. And Microsoft is partnering with the WONDER WOMAN 1984 film to empower coders and creators to learn technology skills they can use for greater good."
Azure Data Fundamentals: Explore non-relational data in Azure,['beginner'],['azure'],learn.wwl.azure-data-fundamentals-explore-non-relational-data,learningPath,Azure Data Fundamentals: Explore non-relational data in Azure,"['learn.wwl.explore-non-relational-data-offerings-azure', 'learn.wwl.explore-provision-deploy-non-relational-data-services-azure', 'learn.wwl.explore-non-relational-data-stores-azure']",azure,Azure Data Fundamentals: Explore non-relational data in Azure Azure Data Fundamentals: Explore non-relational data in Azure
"Data must be available when needed. Configure, test and manage a solution for high availability and disaster recovery using Azure tools and SQL Server tools.",['intermediate'],"['azure', 'azure-sql-database', 'sql-server']",learn.wwl.plan-implement-ha-dr-environment,learningPath,Plan and implement a high availability and disaster recovery environment,"['learn.wwl.describe-high-availability-disaster-recovery-strategies', 'learn.wwl.explore-iaas-paas-platform-tools-for-ha-dr', 'learn.wwl.backup-restore-databases']",azure,"Plan and implement a high availability and disaster recovery environment Data must be available when needed. Configure, test and manage a solution for high availability and disaster recovery using Azure tools and SQL Server tools."
This learning path gives you a view into the worlds of AI and space. Learn how to create an AI model that can classify the type of space rock in a random photo.,['beginner'],['vs-code'],learn.classify-space-rocks-artificial-intelligence-nasa,learningPath,Classify space rocks by using Python and artificial intelligence,"['learn.student-evangelism.research-space-rocks-ai-nasa', 'learn.student-evangelism.introduction-artificial-intelligence-nasa', 'learn.student-evangelism.analyze-rock-images-ai-nasa', 'learn.student-evangelism.train-test-predictive-ai-model-nasa']",vs,Classify space rocks by using Python and artificial intelligence This learning path gives you a view into the worlds of AI and space. Learn how to create an AI model that can classify the type of space rock in a random photo.
"Learn to develop an AI strategy to create business value in healthcare, including machine learning technologies, culture, and responsible AI.","['beginner', 'intermediate']","['azure', 'dynamics-365', 'm365']",learn.ai-business-school-healthcare,learningPath,AI business school for healthcare,"['learn-wwl.ai-strategy-to-create-business-value', 'learn-wwl.ai-strategy-in-healthcare', 'learn-wwl.build-an-ai-ready-culture', 'learn-wwl.foster-ai-culture-finance', 'learn-wwl.foster-ai-culture-marketing', 'learn-wwl.foster-ai-culture-sales', 'learn-wwl.foster-ai-culture-customer-service', 'learn-wwl.responsible-ai-guiding-principles', 'learn-wwl.responsible-ai-governing-practices', 'learn-wwl.microsoft-responsible-ai-practices', 'learn-wwl.intro-to-ai-technology', 'learn-wwl.microsoft-approach-to-ai']",azure,"AI business school for healthcare Learn to develop an AI strategy to create business value in healthcare, including machine learning technologies, culture, and responsible AI."
Learn AI solutions to implement based upon organization maturity and a framework to drive the key changes that are necessary to become an AI-ready organization.,['intermediate'],"['azure', 'dynamics-365', 'm365']",learn.foster-an-ai-ready-culture-in-business,learningPath,Discover ways to foster an AI-ready culture in your business,"['learn-wwl.build-an-ai-ready-culture', 'learn-wwl.foster-ai-culture-finance', 'learn-wwl.foster-ai-culture-marketing', 'learn-wwl.foster-ai-culture-sales', 'learn-wwl.foster-ai-culture-customer-service']",azure,Discover ways to foster an AI-ready culture in your business Learn AI solutions to implement based upon organization maturity and a framework to drive the key changes that are necessary to become an AI-ready organization.
"Are you interested in learning about the cloud in an easy to understand way? Or perhaps you are confused about where to begin with cloud technology? This learning path introduces you to digital transformation, what Azure is, and all the different ways it can meet your business needs.",['beginner'],['azure'],learn-wwl.learn-business-value-of-azure-v1-1,learningPath,Learn the business value of Microsoft Azure,"['learn-wwl.introduction-to-azure-solutions', 'learn-wwl.app-and-infra-migration-and-modernization', 'learn-wwl.data-estate-migration-and-modernization', 'learn-wwl.azure-ai-strategy', 'learn-wwl.azure-iot-strategy-and-solutions', 'learn-wwl.azure-in-action', 'learn-wwl.microsoft-cloud-adoption-framework-for-azure-v1-1', 'learn-wwl.microsoft-runs-on-trust']",azure,"Learn the business value of Microsoft Azure Are you interested in learning about the cloud in an easy to understand way? Or perhaps you are confused about where to begin with cloud technology? This learning path introduces you to digital transformation, what Azure is, and all the different ways it can meet your business needs."
"The second learning path in a course on Cloud Administration from Carnegie Mellon University. Learn more about how the cloud works by exploring its underlying technology of virtualization, how to take advantage of the cloud for scale, and how to automate cloud resource management.",['beginner'],['azure'],learn.cmu-cloud-admin.cmu-manage-cloud-resources,learningPath,Manage cloud resources,"['learn.cmu-cloud-admin.cmu-virtualization', 'learn.cmu-cloud-admin.cmu-cloud-elasticity', 'learn.cmu-cloud-admin.cmu-orchestration']",azure,"Manage cloud resources The second learning path in a course on Cloud Administration from Carnegie Mellon University. Learn more about how the cloud works by exploring its underlying technology of virtualization, how to take advantage of the cloud for scale, and how to automate cloud resource management."
"Learn to develop an AI strategy to create value in education. Including artificial intelligence and machine learning technologies, culture, and responsible AI.","['beginner', 'intermediate']","['azure', 'dynamics-365', 'm365']",learn.ai-business-school-government,learningPath,AI business school for government,"['learn-wwl.ai-strategy-to-create-business-value', 'learn-wwl.ai-strategy-in-government', 'learn-wwl.build-an-ai-ready-culture', 'learn-wwl.foster-ai-culture-finance', 'learn-wwl.foster-ai-culture-marketing', 'learn-wwl.foster-ai-culture-sales', 'learn-wwl.foster-ai-culture-customer-service', 'learn-wwl.responsible-ai-guiding-principles', 'learn-wwl.responsible-ai-governing-practices-government', 'learn-wwl.microsoft-responsible-ai-practices', 'learn-wwl.intro-to-ai-technology', 'learn-wwl.microsoft-approach-to-ai']",azure,"AI business school for government Learn to develop an AI strategy to create value in education. Including artificial intelligence and machine learning technologies, culture, and responsible AI."
"As an IT Professional experienced in SAP solutions, you need to learn about how to leverage Azure resources that include virtual machines, virtual networks, storage accounts, and Azure AD. These modules will give you the Azure knowledge around SAP Workloads, the certified offerings in Azure, and how to utilize IAAS support for your SAP workloads.",['beginner'],['azure'],learn.wwl.sap-certified-offerings-azure,learningPath,SAP certified offerings for Azure,"['learn.wwl.introduction-azure-sap-workloads', 'learn.wwl.deploy-sap-certified-offerings', 'learn.wwl.using-iaas-support-azure-sap-workloads', 'learn.wwl.sap-hana-azure-compute-network-storage']",azure,"SAP certified offerings for Azure As an IT Professional experienced in SAP solutions, you need to learn about how to leverage Azure resources that include virtual machines, virtual networks, storage accounts, and Azure AD. These modules will give you the Azure knowledge around SAP Workloads, the certified offerings in Azure, and how to utilize IAAS support for your SAP workloads."
Learn python programming and data science together with UC Berkeley's data 8: foundations of data science course,['beginner'],['azure'],learn.foundations-of-data-science,learningPath,Foundations of data science,"['learn.student-evangelism.learn-data-science-method', 'learn.student-evangelism.introduction-python-using-datascience-library', 'learn.student-evangelism.create-manipulate-tables-using-datascience-library', 'learn.student-evangelism.design-plot-graphs-python', 'learn.student-evangelism.introduction-probability', 'learn.student-evangelism.simulate-generate-empirical-distributions-python', 'learn.student-evangelism.test-hypothesis-by-simulating-statistics', 'learn.student-evangelism.compare-two-samples-by-bootstrapping', 'learn.student-evangelism.understand-normal-curve', 'learn.student-evangelism.make-predictions-with-linear-regression', 'learn.student-evangelism.simulate-distribution-regression-coefficients', 'learn.student-evangelism.predict-classes-with-knn-classifier']",azure,Foundations of data science Learn python programming and data science together with UC Berkeley's data 8: foundations of data science course
"Learn to develop an enterprise AI strategy to create business value in manufacturing, healthcare, financial services, retail, education, and Government.",['intermediate'],"['azure', 'dynamics-365', 'm365']",learn.ai-strategy-for-business-value,learningPath,Define an AI strategy to create business value across industries,"['learn-wwl.ai-strategy-to-create-business-value', 'learn-wwl.ai-strategy-in-financial-services', 'learn-wwl.ai-strategy-in-government', 'learn-wwl.ai-strategy-in-education', 'learn-wwl.ai-strategy-in-retail', 'learn-wwl.ai-strategy-in-manufacturing', 'learn-wwl.ai-strategy-in-healthcare']",azure,"Define an AI strategy to create business value across industries Learn to develop an enterprise AI strategy to create business value in manufacturing, healthcare, financial services, retail, education, and Government."
"In this learning path, find out how to customize NoSQL data storage and distribution with the Azure portal, Cosmos DB extension, and Cosmos DB .NET Core SDK.",['beginner'],"['azure', 'azure-cosmos-db', 'vs-code', 'azure-portal', 'azure-clis']",learn.work-with-nosql-data-in-azure-cosmos-db,learningPath,Work with NoSQL data in Azure Cosmos DB,"['learn.create-cosmos-db-for-scale', 'learn.azure.choose-the-appropriate-api-for-cosmos-db-storage', 'learn.access-data-with-cosmos-db-and-sql-api', 'learn.azure.store-access-data-cosmos-graph-api', 'learn.azure.store-access-data-cosmos-table-api', 'learn.cosmos-db-app-with-vscode', 'learn.monitor-azure-cosmos-db', 'learn.distribute-data-globally-with-cosmos-db']",azure,"Work with NoSQL data in Azure Cosmos DB In this learning path, find out how to customize NoSQL data storage and distribution with the Azure portal, Cosmos DB extension, and Cosmos DB .NET Core SDK."
